Nombre_Fondo,Moneda,Fecha,Plazo_Liquidacion,Valor_Cuotaparte_Actual,Rendimiento_Del_Dia_%,Rendimiento_Del_Mes_%,Rendimiento_Del_Anio_%
Argenfunds Abierto Pymes - Clase D,ARS,2026-04-08,1.0,0.826,-0.602,3.509,-4.398
Compass Argentina Abierto PyMEs - Clase D,ARS,2026-04-08,2.0,132.669,-0.617,8.899,23.797
Compass Argentina Abierto PyMEs - Clase E,ARS,2026-04-08,2.0,13.446,-1.081,2.267,-8.325
Compass Argentina Abierto PyMEs - Clase F,ARS,2026-04-08,2.0,154.011,-0.617,8.899,23.797
MAF Abiertos Pymes - Clase H,ARS,2026-04-08,2.0,6.669,,,
PyMes Dolar Estadounidense Billete,,2026-04-08,,,,,
MAF Abiertos Pymes - Clase G,ARS,2026-04-08,2.0,1000,,,
Infraestructura Peso Argentina,,2026-04-08,,,,,
Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase D,ARS,2026-04-08,2.0,71694.075,0.712,-1.567,19.854
Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase E,ARS,2026-04-08,2.0,2138685.629,0.725,-1.314,21.037
Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase F,ARS,2026-04-08,2.0,2290825.534,0.73,-1.213,21.512
Gainvest Infraestructura FCI Abierto - Clase A,ARS,2026-04-08,1.0,160151.83,0.551,0.204,29.265
Gainvest Infraestructura FCI Abierto - Clase B,ARS,2026-04-08,1.0,169578.404,0.551,0.204,29.265
Gainvest Infraestructura FCI Abierto - Clase C,ARS,2026-04-08,1.0,47960.417,0.57,0.474,30.567
Pellegrini Desarrollo Arg. Infraest. - Clase A,ARS,2026-04-08,1.0,1129.332,0.0,0.0,0.0
Pellegrini Desarrollo Arg. Infraest. - Clase B,ARS,2026-04-08,1.0,186577.996,0.876,0.267,33.055
Allaria Desarrollo e Infraestructura - Clase A,ARS,2026-04-08,1.0,6598.821,1.139,1.146,41.042
Allaria Desarrollo e Infraestructura - Clase B,ARS,2026-04-08,1.0,124272.596,1.139,1.146,41.042
Allaria Desarrollo e infraestructura - Clase C,ARS,2026-04-08,1.0,21999.589,0.0,-2.493,35.967
Balanz Crecimiento FCI Ab para Financ Infra y Econ Real - Clase A,ARS,2026-04-08,1.0,1270.512,1.333,0.195,14.681
Balanz Crecimiento FCI Ab para Financ Infra y Econ Real - Clase B,ARS,2026-04-08,1.0,1282.051,1.343,0.328,15.257
Balanz Crecimiento FCI Ab para Financ Infra y Econ Real - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Crecimiento FCI Ab para Financ Infra y Econ Real - Clase L Ley N°27.743,ARS,2026-04-08,1.0,980.048,0.0,-0.075,-10.933
Balanz Desarrollo FCI Ab para Financ Infra y Econ Real - Clase A,ARS,2026-04-08,1.0,2224.393,0.806,-0.904,15.031
Balanz Desarrollo FCI Ab para Financ Infra y Econ Real - Clase B,ARS,2026-04-08,1.0,2253.007,0.816,-0.772,15.608
Balanz Desarrollo FCI Ab para Financ Infra y Econ Real - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Desarrollo FCI Ab para Financ Infra y Econ Real - Clase L Ley N°27.743,ARS,2026-04-08,1.0,1118.659,0.0,0.0,0.0
Delta Crecimiento Infraestructura - Clase A,ARS,2026-04-08,1.0,1056.159,0.0,0.0,0.0
Delta Crecimiento Infraestructura - Clase B,ARS,2026-04-08,1.0,124718.782,0.545,6.038,27.951
Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase A,ARS,2026-04-08,2.0,998728.735,0.825,-1.547,19.017
Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase B,ARS,2026-04-08,2.0,1163686.167,0.837,-1.294,20.191
Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase C,ARS,2026-04-08,2.0,1387681.005,0.866,-0.71,22.933
Desarrollo Argentino III FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase A,ARS,2026-04-08,2.0,1410.173,1.344,0.478,38.476
Desarrollo Argentino III FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase B,ARS,2026-04-08,2.0,1380.595,1.357,0.667,36.446
Desarrollo Argentino III FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase C,ARS,2026-04-08,2.0,1421.194,1.386,1.263,39.558
HF Infraestructura II - Clase I,ARS,2026-04-08,2.0,7592.178,1.116,9.648,48.386
MEGAQM FCI Abierto Financiamiento de Infraestructura - Clase A,ARS,2026-04-08,2.0,15081.971,0.567,0.905,25.426
MEGAQM FCI Abierto Financiamiento de Infraestructura - Clase B,ARS,2026-04-08,2.0,96901.899,0.574,1.006,25.896
MEGAQM FCI Abierto Financiamiento de Infraestructura - Clase Ley N° 27.743,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
Pionero Infraestructura - Clase A,ARS,2026-04-08,2.0,5454.615,0.816,-1.213,25.323
Pionero Infraestructura - Clase B,ARS,2026-04-08,2.0,5746.527,0.833,-0.97,26.458
Pionero Infraestructura - Clase C,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
SBS Desarrollo Infraestructura - Clase A,ARS,2026-04-08,1.0,73205.362,0.775,0.396,23.682
SBS Desarrollo Infraestructura - Clase B,ARS,2026-04-08,1.0,280517.726,0.801,0.761,25.367
SBS Desarrollo Infraestructura - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Schroder Infraestructura - Clase A,ARS,2026-04-08,1.0,51570.004,1.053,0.973,24.004
Schroder Infraestructura - Clase B,ARS,2026-04-08,1.0,59283.517,1.071,1.218,25.128
Schroder Infraestructura - Clase C,ARS,2026-04-08,1.0,603.649,0.0,0.0,0.0
Schroder Infraestructura - Clase D,ARS,2026-04-08,1.0,62642.487,1.084,1.408,26.009
Schroder Infraestructura - Clase E Ley N° 27.743,ARS,2026-04-08,1.0,1348.247,0.0,-0.611,22.058
ST Infraestructura - Clase A,ARS,2026-04-08,1.0,3235.979,1.081,1.156,22.015
ST Infraestructura - Clase B,ARS,2026-04-08,1.0,15991.966,1.085,1.21,22.26
ST Infraestructura - Clase C,ARS,2026-04-08,1.0,15990.068,1.089,1.265,22.505
Zofingen Infraestructura - Clase A,ARS,2026-04-08,2.0,2744.325,0.878,-1.835,6.62
Zofingen Infraestructura - Clase B,ARS,2026-04-08,2.0,2750.112,0.873,-1.902,6.344
Zofingen Infraestructura - Clase C,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
1822 Raices Infraestructura,ARS,2026-04-08,1.0,7128.914,0.761,2.069,27.002
Adcap Desarrollo e Infraestructura - Clase A,ARS,2026-04-08,2.0,5551.272,0.542,3.377,26.011
Adcap Desarrollo e Infraestructura - Clase B,ARS,2026-04-08,2.0,5430.218,0.546,3.432,26.264
Adcap Desarrollo e Infraestructura - Clase C,ARS,2026-04-08,2.0,5476.105,0.551,3.505,26.593
Adcap Desarrollo e Infraestructura - Clase G,ARS,2026-04-08,2.0,4489.875,,,
Adcap Desarrollo e Infraestructura - Clase Ley Nº 27.743,ARS,2026-04-08,2.0,1194.12,,,
Alpha Infraestructura - Clase A,ARS,2026-04-08,1.0,16034.634,0.767,-0.473,27.663
Alpha Infraestructura - Clase B,ARS,2026-04-08,1.0,2852.999,0.748,-0.74,26.392
Alpha Infraestructura - Clase C,ARS,2026-04-08,1.0,3000.788,0.752,-0.686,26.646
Alpha Infraestructura - Clase D,ARS,2026-04-08,1.0,1094.296,0.763,-0.686,9.43
Alpha Infraestructura - Clase E,ARS,2026-04-08,1.0,10141.401,0.796,-0.071,29.593
Alpha Infraestructura - Clase J,ARS,2026-04-08,1.0,1012.99,0.0,0.0,0.0
Alpha Infraestructura - Clase K,ARS,2026-04-08,1.0,4225.884,0.748,-0.739,26.393
Argenfunds Infraestructura - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Argenfunds Infraestructura - Clase B,ARS,2026-04-08,1.0,985.732,0.0,0.0,0.0
Argenfunds Infraestructura - Clase C,ARS,2026-04-08,1.0,1532.591,0.506,6.431,38.306
Balanz Infraestructura - Clase A,ARS,2026-04-08,1.0,10365.604,1.225,4.029,36.245
Balanz Infraestructura - Clase B,ARS,2026-04-08,1.0,5055.104,0.731,3.688,16.96
Balanz Infraestructura - Clase C,ARS,2026-04-08,1.0,18741.704,1.242,4.279,37.479
Balanz Infraestructura - Clase D,ARS,2026-04-08,1.0,3728.453,1.25,4.39,38.03
Balanz Infraestructura - Clase E,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Infraestructura - Clase F,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Infraestructura - Clase L Ley Nº 27.743,ARS,2026-04-08,1.0,1512.037,0.0,0.982,32.228
Chaco FCI Abierto Infraestructura - Clase A,ARS,2026-04-08,1.0,4188.361,0.918,2.275,34.053
Chaco FCI Abierto Infraestructura - Clase B,ARS,2026-04-08,1.0,85491.988,0.918,2.275,34.053
Toronto Trust Infraestructura - Clase A,ARS,2026-04-08,1.0,1480.353,0.863,2.632,26.873
Toronto Trust Infraestructura - Clase B,ARS,2026-04-08,1.0,1626.048,0.867,2.688,27.004
Toronto Trust Infraestructura - Clase C,ARS,2026-04-08,1.0,907.598,0.925,2.576,-9.24
Toronto Trust Infraestructura - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Infraestructura Dolar Estadounidense,,2026-04-08,,,,,
Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase A,ARS,2026-04-08,2.0,1417.812,-0.333,1.526,13.493
Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase B,ARS,2026-04-08,2.0,1508.885,-0.333,1.526,13.493
Desarrollo Argentino I FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase C,ARS,2026-04-08,2.0,1713.317,-0.333,1.526,13.493
Gainvest Infraestructura FCI Abierto - Clase D,ARS,2026-04-08,1.0,0.746,-0.666,4.628,-22.694
Gainvest Infraestructura FCI Abierto - Clase E,ARS,2026-04-08,1.0,0.718,-0.829,4.512,-22.796
Gainvest Infraestructura FCI Abierto - Clase F,ARS,2026-04-08,1.0,0.718,-0.829,4.512,-22.796
Gainvest Infraestructura FCI Abierto - Clase G,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Crecimiento FCI Ab para Financ Infra y Econ Real - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Crecimiento FCI Ab para Financ Infra y Econ Real - Clase E,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Desarrollo FCI Ab para Financ Infra y Econ Real - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Desarrollo FCI Ab para Financ Infra y Econ Real - Clase E,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase D,ARS,2026-04-08,2.0,830.944,-0.221,1.546,12.7
Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase E,ARS,2026-04-08,2.0,911.512,-0.221,1.546,12.701
Desarrollo Argentino II FCI Abierto para el Fin. de la Infra. y la Econ. Real - Clase F,ARS,2026-04-08,2.0,933.48,-0.221,1.546,12.701
HF Infraestructura - Clase C,USD,2026-04-08,3.0,1460.938,0.718,3.414,8.711
HF Infraestructura - Clase I,USD,2026-04-08,3.0,1443.436,0.714,3.358,8.493
Retorno Total Peso Argentina,,2026-04-08,,,,,
Ualintec Retorno Total - Clase A,ARS,2026-04-08,1.0,1913.387,0.505,0.001,66.455
Ualintec Retorno Total - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Ualintec Retorno Total - Clase C,ARS,2026-04-08,1.0,1955.95,0.532,0.378,69.484
Adcap Financiamiento 1 - Clase A,ARS,2026-04-08,1.0,1550.246,0.589,10.419,42.293
Adcap Financiamiento 1 - Clase B,ARS,2026-04-08,1.0,10125.943,0.565,621.24,829.434
Adcap Financiamiento 1 - Clase C,ARS,2026-04-08,1.0,1550.246,0.589,10.419,42.293
Adcap Financiamiento 1 - Clase D,ARS,2026-04-08,1.0,1550.246,0.589,-83.152,-78.608
ConoSur Visus - Clase A,ARS,2026-04-08,1.0,5147.411,-0.34,-0.926,46.144
ConoSur Visus - Clase B,ARS,2026-04-08,1.0,5172.627,-0.325,-0.713,46.562
ConoSur Visus - Clase C,ARS,2026-04-08,1.0,5672.515,-0.312,-0.526,48.837
ConoSur Visus - Clase D,ARS,2026-04-08,1.0,5905.604,-0.325,-0.713,47.511
Consultatio Balance Fund - Clase A,ARS,2026-04-08,1.0,3661906.001,0.903,9.396,48.885
Consultatio Balance Fund - Clase B,ARS,2026-04-08,1.0,4002777.376,0.92,9.66,50.229
Consultatio Balance Fund - Clase Z Ley N° 27.743,ARS,2026-04-08,1.0,1787.113,1.043,11.062,52.151
IEB Retorno Total II - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,
IEB Retorno Total II - Clase B,ARS,2026-04-08,1.0,1023.283,0.584,2.328,
IEB Retorno Total II - Clase X,ARS,2026-04-08,1.0,1000,0.0,0.0,
IEB Retorno Total III - Clase A,ARS,2026-04-08,1.0,1132.112,0.607,9.585,
IEB Retorno Total III - Clase B,ARS,2026-04-08,1.0,1132.141,0.607,9.584,
IEB Retorno Total III - Clase X,ARS,2026-04-08,1.0,1000,0.0,0.0,
Max Retorno Total Pesos - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,
Max Retorno Total Pesos - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,
Max Retorno Total Pesos - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,
Max Retorno Total Pesos - Clase D,ARS,2026-04-08,1.0,1112.884,1.296,0.047,
Max Retorno Total Pesos II - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,
Max Retorno Total Pesos II - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,
Max Retorno Total Pesos II - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,
Max Retorno Total Pesos II - Clase D,ARS,2026-04-08,1.0,1013.551,0.433,1.355,
Max Retorno Total Pesos III - Clase A,ARS,2026-04-08,1.0,1000,0.0,,
Max Retorno Total Pesos III - Clase B,ARS,2026-04-08,1.0,1000,0.0,,
Max Retorno Total Pesos III - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
Max Retorno Total Pesos III - Clase D,ARS,2026-04-08,1.0,1000,0.0,,
Schroder Crecimiento Dos - Clase A,ARS,2026-04-08,1.0,1083.049,0.0,-0.027,8.305
Schroder Crecimiento Dos - Clase B,ARS,2026-04-08,1.0,1546.925,-0.024,-0.337,24.39
Schroder Crecimiento Dos - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Schroder Crecimiento Tres - Clase A,ARS,2026-04-08,1.0,1585.742,0.463,10.555,42.658
Schroder Crecimiento Tres - Clase B,ARS,2026-04-08,1.0,1629.069,0.479,10.793,43.812
Schroder Crecimiento Tres - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Schroder Patrimonio Dos - Clase B,ARS,2026-04-08,1.0,2435.157,0.834,2.184,42.723
Schroder Patrimonio Dos - Clase C,ARS,2026-04-08,1.0,972.569,0.834,2.186,42.739
Cocos Medalla - Clase A,ARS,2026-04-08,1.0,958.317,0.539,-3.99,
Cocos Medalla - Clase B,ARS,2026-04-08,1.0,1105.621,0.539,-3.99,
Cocos Medalla - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,
Cocos Pesos Plus - Clase A,ARS,2026-04-08,1.0,1326.843,0.457,8.874,
Cocos Pesos Plus - Clase B,ARS,2026-04-08,1.0,1351.224,0.457,8.875,
Cocos Pesos Plus - Clase C,ARS,2026-04-08,1.0,1006.79,0.481,0.679,
Dracma Multiestrategia III - Clase A,ARS,2026-04-08,1.0,1052.4,0.545,,
Dracma Multiestrategia III - Clase B,ARS,2026-04-08,1.0,1053.3,0.554,,
Dracma Multiestrategia III - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
Dracma Multiestrategia III - Clase D,ARS,2026-04-08,1.0,1000,0.0,,
Galileo Argentina - Clase A,ARS,2026-04-08,1.0,773042.53,0.126,-1.963,27.45
Galileo Argentina - Clase B,ARS,2026-04-08,1.0,384507.978,0.136,-1.832,28.09
GMC Retorno Total II - Clase B,ARS,2026-04-08,1.0,906.6,0.0,0.0,0.0
GMC Retorno Total II - Clase C,ARS,2026-04-08,1.0,2343.6,0.861,-7.03,121.199
GMC Retorno Total II - Clase F,ARS,2026-04-08,1.0,1046.7,0.0,0.0,
MEGAQM Balanceado - Clase A,ARS,2026-04-08,0.0,1953.709,0.667,10.509,40.954
MEGAQM Balanceado - Clase B,ARS,2026-04-08,0.0,107963.388,0.692,10.89,42.774
MEGAQM Balanceado - Clase Ley Nº 27.743,ARS,2026-04-08,0.0,1734.377,0.667,10.508,40.953
MEGAQM Retorno Total - Clase A,ARS,2026-04-08,1.0,326520.084,0.557,11.07,43.287
MEGAQM Retorno Total - Clase B,ARS,2026-04-08,1.0,346415.132,0.572,11.3,44.397
Pionero Renta Estrategico - Clase A,ARS,2026-04-08,2.0,2752.065,0.0,0.0,0.0
Pionero Renta Estrategico - Clase B,ARS,2026-04-08,2.0,67824.474,0.525,5.256,35.189
Pionero Renta Estrategico - Clase C,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
Pionero Retorno Total - Clase A,ARS,2026-04-08,2.0,105421.001,0.807,6.995,47.066
Pionero Retorno Total - Clase B,ARS,2026-04-08,2.0,115646.389,0.822,7.21,48.169
Schroder Crecimiento - Clase A,ARS,2026-04-08,0.0,1000,0.0,0.0,0.0
Schroder Crecimiento - Clase B,ARS,2026-04-08,0.0,1861.118,0.462,13.487,47.44
Schroder Crecimiento - Clase C,ARS,2026-04-08,0.0,1000,0.0,0.0,0.0
Chimpay Retorno Total - Clase A,ARS,2026-04-08,1.0,1000,0.0,,
Chimpay Retorno Total - Clase B,ARS,2026-04-08,1.0,1025.15,0.2,,
Chimpay Retorno Total - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
MEGAQM Retorno Absoluto - Clase A,ARS,2026-04-08,1.0,108636.579,0.713,14.768,57.462
MEGAQM Retorno Absoluto - Clase B,ARS,2026-04-08,1.0,131515.542,0.728,15.006,58.682
SBS Retorno Total - Clase A,ARS,2026-04-08,1.0,506843.733,1.617,-2.565,30.403
SBS Retorno Total - Clase B,ARS,2026-04-08,1.0,551168.59,1.636,-2.302,31.717
SBS Retorno Total - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1113.82,0.0,0.0,11.382
Schroder Renta Global Tres - Clase A,ARS,2026-04-08,1.0,2560.484,0.0,0.0,0.0
Schroder Renta Global Tres - Clase B,ARS,2026-04-08,1.0,2371086.452,0.05,-1.15,85.263
Schroder Renta Global Tres - Clase C,ARS,2026-04-08,1.0,2560.484,0.0,0.0,0.0
Valiant Total Return - Clase A,ARS,2026-04-08,1.0,11661.83,0.991,-4.865,-15.212
Valiant Total Return - Clase B,ARS,2026-04-08,1.0,11280.087,0.981,-4.993,-15.637
Valiant Total Return - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Valiant Total Return - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Compass Ahorro en Dolares - Clase D,USD,2026-04-08,2.0,1660514.051,1.748,-3.334,39.729
Compass Ahorro en Dolares - Clase E,USD,2026-04-08,2.0,1795583.723,1.77,-2.898,42.149
Compass Ahorro en Dolares - Clase F,USD,2026-04-08,2.0,1487404.021,1.09,-2.222,9.08
Compass Best Ideas - Clase D,USD,2026-04-08,2.0,751454.36,1.3,0.11,19.154
Compass Best Ideas - Clase E,USD,2026-04-08,2.0,827698.69,1.338,0.89,22.759
Compass Best Ideas - Clase F,USD,2026-04-08,2.0,920267.28,1.338,0.89,22.759
GMC Retorno Total - Clase A,ARS,2026-04-08,1.0,1000,,,
GMC Retorno Total - Clase B,ARS,2026-04-08,1.0,9664.3,0.056,-4.051,28.237
GMC Retorno Total - Clase C,ARS,2026-04-08,1.0,1900.4,0.063,-4.049,28.293
GMC Retorno Total - Clase D,ARS,2026-04-08,1.0,1000,,,
Allaria Estrategico - Clase A,ARS,2026-04-08,1.0,51192.502,0.124,-4.123,5.009
Allaria Estrategico - Clase B,ARS,2026-04-08,1.0,52142.916,0.129,-4.058,5.272
Allaria Estrategico - Clase C,ARS,2026-04-08,1.0,999.168,0.0,0.0,0.0
Allaria Estrategico - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Valiant Total Return RP,ARS,2026-04-08,1.0,1301.836,0.143,-0.744,3.82
Retorno Total Dolar Estadounidense,,2026-04-08,,,,,
Fundcorp Estrategia - Clase A,ARS,2026-04-08,1.0,1005.885,,,
Fundcorp Estrategia - Clase B,ARS,2026-04-08,1.0,1002.205,,,
Fundcorp Estrategia - Clase C,ARS,2026-04-08,1.0,1002.962,,,
Fundcorp Estrategia - Clase D,ARS,2026-04-08,1.0,1000,,,
IEB Estratégico II - Clase A,USD,2026-04-08,2.0,1135.5,-0.088,3.595,
IEB Estratégico II - Clase B,USD,2026-04-08,2.0,1135.5,-0.088,3.595,
IEB Estratégico II - Clase X Ley N° 27.743,USD,2026-04-08,2.0,1112,0.0,1.46,
Galileo Argentina - Clase C,ARS,2026-04-08,1.0,146.623,,,
Galileo Argentina - Clase D,ARS,2026-04-08,1.0,155.58,,,
Pionero Retorno Total - Clase C,ARS,2026-04-08,2.0,1572.798,-0.07,12.153,14.314
Pionero Retorno Total - Clase D,ARS,2026-04-08,2.0,916.226,-0.885,4.61,-22.849
Allaria Dólar Retorno Total - Clase A,USD,2026-04-08,1.0,1148.589,1.775,0.376,14.75
Allaria Dólar Retorno Total - Clase B,USD,2026-04-08,1.0,1152.957,1.78,0.443,15.036
Allaria Dólar Retorno Total - Clase C,USD,2026-04-08,1.0,1117.097,1.785,0.511,15.324
Allaria Dólar Retorno Total - Clase Ley N° 27.743,USD,2026-04-08,1.0,1145.644,,,
Chimpay Retorno Total - Clase D,ARS,2026-04-08,1.0,1000,0.0,,
Chimpay Retorno Total - Clase E,ARS,2026-04-08,1.0,1000,0.0,,
Chimpay Retorno Total - Clase F,ARS,2026-04-08,1.0,1000,0.0,,
Tandem Dólares Retorno Total - Clase A,USD,2026-04-08,2.0,1045.133,0.0,1.806,4.513
Tandem Dólares Retorno Total - Clase B,USD,2026-04-08,2.0,1000,0.0,0.0,0.0
Tandem Dólares Retorno Total - Clase D,USD,2026-04-08,2.0,1034.608,0.713,1.572,3.461
Tandem Dólares Retorno Total - Clase E Ley N° 27.743,USD,2026-04-08,2.0,1000,0.0,0.0,0.0
Compass Ahorro en Dolares - Clase A,USD,2026-04-08,2.0,1116.397,0.651,-1.137,28.099
Compass Ahorro en Dolares - Clase B,USD,2026-04-08,2.0,1217.417,0.673,-0.692,30.318
Compass Ahorro en Dolares - Clase C,USD,2026-04-08,2.0,1325.129,0.69,-0.335,32.119
Compass Ahorro en Dolares - Clase H Ley 27.743,USD,2026-04-08,2.0,1557.301,0.651,-1.138,28.098
Compass Ahorro en Dolares - Clase I Ley 27.743,USD,2026-04-08,2.0,1181.66,0.69,-0.335,
Compass Best Ideas - Clase A,USD,2026-04-08,2.0,503.978,0.207,2.364,9.169
Compass Best Ideas - Clase B,USD,2026-04-08,2.0,548.792,0.218,2.589,10.087
Compass Best Ideas - Clase C,USD,2026-04-08,2.0,618.707,0.246,3.183,12.541
Compass Best Ideas - Clase H Ley 27.743,USD,2026-04-08,2.0,1110.712,0.21,2.418,9.385
Compass Best Ideas - Clase I Ley 27.743,USD,2026-04-08,2.0,1108.97,0.219,2.616,10.193
Galileo Event Driven - Clase A,USD,2026-04-08,2.0,3213.172,0.26,-0.518,7.132
Galileo Event Driven - Clase B,USD,2026-04-08,2.0,3849.96,0.274,-0.326,7.865
Galileo Event Driven - Clase C Ley N° 27.743,USD,2026-04-08,2.0,1071.665,0.26,-0.518,7.133
Galileo Event Driven - Clase D Ley N° 27.743,USD,2026-04-08,2.0,1081.047,0.274,-0.326,7.865
Galileo Event Driven - Clase Y,USD,2026-04-08,2.0,1818.114,,,
Galileo Event Driven - Clase Z,USD,2026-04-08,2.0,2937.559,,,
ASG Peso Argentina,,2026-04-08,,,,,
SBS Retorno Sustentable ASG - Clase A,ARS,2026-04-08,2.0,1474.378,0.733,1.674,30.273
SBS Retorno Sustentable ASG - Clase B,ARS,2026-04-08,2.0,1504.51,0.762,2.084,32.247
MEGAQM Sustentable ASG - Clase A,ARS,2026-04-08,1.0,7650.505,0.909,2.077,31.392
MEGAQM Sustentable ASG - Clase B,ARS,2026-04-08,1.0,12619.28,0.916,2.187,31.92
MEGAQM Sustentable ASG - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
MEGAQM Sustentable ASG - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1399.268,0.0,0.469,29.323
Superfondo Sustentable ASG - Clase B,ARS,2026-04-08,2.0,7369.745,0.917,0.519,35.328
Adcap Verde y Sustentable ASG - Clase A,ARS,2026-04-08,2.0,4224.737,0.731,1.845,32.889
Adcap Verde y Sustentable ASG - Clase B,ARS,2026-04-08,2.0,4175.601,0.732,1.872,33.023
Adcap Verde y Sustentable ASG - Clase C,ARS,2026-04-08,2.0,4195.659,0.736,1.916,33.236
Adcap Verde y Sustentable ASG - Clase Ley Nº 27.743,ARS,2026-04-08,2.0,1141.736,,,
Allaria Sustentable ASG - Clase A,ARS,2026-04-08,1.0,3825.353,0.626,1.241,37.382
Allaria Sustentable ASG - Clase B,ARS,2026-04-08,1.0,4430.196,0.0,-1.867,33.164
Allaria Sustentable ASG - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Delta Sustentable ASG - Clase A,ARS,2026-04-08,1.0,9512.165,0.49,2.118,31.106
Delta Sustentable ASG - Clase B,ARS,2026-04-08,1.0,5422.136,0.499,2.254,31.765
ESG ST Fondo Comun De Inversión ASG - Clase A,ARS,2026-04-08,1.0,6690.341,0.807,5.812,34.893
ESG ST Fondo Comun De Inversión ASG - Clase B,ARS,2026-04-08,1.0,10395.602,0.814,5.926,35.435
ESG ST Fondo Comun De Inversión ASG - Clase C,ARS,2026-04-08,1.0,11680.417,0.851,6.472,38.056
ESG ST Fondo Comun De Inversión ASG - Clase D,ARS,2026-04-08,1.0,7520.325,0.816,5.954,35.571
Fima Cartera Sustentable FCI ASG - Clase A,ARS,2026-04-08,1.0,8450.841,0.79,1.283,33.682
Fima Cartera Sustentable FCI ASG - Clase B,ARS,2026-04-08,1.0,8567.521,0.797,1.38,34.158
Fima Cartera Sustentable FCI ASG - Clase C,ARS,2026-04-08,1.0,8685.885,0.803,1.477,34.636
Gainvest Renta Mixta Sustentable FCI ASG - Clase A,ARS,2026-04-08,1.0,4301.886,0.249,-7.442,5.03
Gainvest Renta Mixta Sustentable FCI ASG - Clase B,ARS,2026-04-08,1.0,5361.046,0.249,-7.442,5.03
Gainvest Renta Mixta Sustentable FCI ASG - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Premier Sustentable ASG - Clase A,ARS,2026-04-08,1.0,4199.336,0.612,3.995,40.471
Premier Sustentable ASG - Clase B,ARS,2026-04-08,1.0,4122.274,0.6,3.828,39.631
Premier Sustentable ASG - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
RG900 Peso Argentina,,2026-04-08,,,,,
