Nombre_Fondo,Moneda,Fecha,Plazo_Liquidacion,Valor_Cuotaparte_Actual,Rendimiento_Del_Dia_%,Rendimiento_Del_Mes_%,Rendimiento_Del_Anio_%
Alpha Ahorro - Clase J,ARS,2026-04-08,1.0,1447.548,0.0,0.0,0.0
Alpha Ahorro - Clase K,ARS,2026-04-08,1.0,8087.421,0.4,9.026,49.543
Alpha Ahorro - Clase Q Ley N° 27.743,ARS,2026-04-08,1.0,1696.012,0.4,9.027,41.283
Argenfunds Ahorro Pesos - Clase A,ARS,2026-04-08,1.0,97526.997,0.49,9.331,36.764
Argenfunds Ahorro Pesos - Clase B,ARS,2026-04-08,1.0,150248.831,0.511,9.655,38.28
Argenfunds Renta Capital - Clase E,USD,2026-04-08,3.0,1564829.47,1.09,-2.222,9.08
Argenfunds Renta Capital - Clase F,USD,2026-04-08,3.0,1564927.787,1.147,-1.978,12.138
Argenfunds Renta Flexible - Clase A,ARS,2026-04-08,1.0,6004.706,0.0,0.0,0.0
Argenfunds Renta Flexible - Clase B,ARS,2026-04-08,1.0,36415.857,0.445,9.332,27.628
Arpenta Ahorro Pesos,ARS,2026-04-08,1.0,68772.052,0.448,12.708,48.111
Balanz Capital Ahorro - Clase A,ARS,2026-04-08,1.0,223500.094,0.522,11.335,48.14
Balanz Capital Ahorro - Clase B,ARS,2026-04-08,1.0,227837.449,0.529,11.454,48.735
Balanz Capital Ahorro - Clase C,ARS,2026-04-08,1.0,80804.524,0.538,11.587,49.407
Balanz Capital Ahorro - Clase D,ARS,2026-04-08,1.0,17252.367,0.539,11.602,23.866
Balanz Capital Ahorro - Clase E,ARS,2026-04-08,1.0,1791.981,0.0,0.0,0.0
Balanz Capital Ahorro - Clase F,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Capital Ahorro - Clase G,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Capital Ahorro - Clase L Ley Nº 27.743,ARS,2026-04-08,1.0,1849.271,0.522,11.335,48.139
Balanz Opportunity - Clase A,ARS,2026-04-08,1.0,38097.177,0.902,8.391,44.986
Balanz Opportunity - Clase B,ARS,2026-04-08,1.0,38663.975,0.902,8.391,44.986
Balanz Opportunity - Clase C,ARS,2026-04-08,1.0,40205.635,0.912,8.536,45.714
Balanz Opportunity - Clase D,ARS,2026-04-08,1.0,2271.466,0.0,0.0,0.0
Balanz Opportunity - Clase E,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Opportunity - Clase F,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Opportunity - Clase G,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
BAVSA Ahorro Plus - Clase A,ARS,2026-04-08,1.0,1721.708,0.418,9.051,41.106
BAVSA Ahorro Plus - Clase B,ARS,2026-04-08,1.0,1801.487,0.428,9.198,41.814
BAVSA Ahorro Plus - Clase C,ARS,2026-04-08,1.0,1466.657,0.432,4.753,36.241
BAVSA Ahorro Plus - Clase D,ARS,2026-04-08,1.0,1179.91,,,
BAVSA Ahorro Plus - Clase E,ARS,2026-04-08,1.0,1181.55,,,
BAVSA Ahorro Plus - Clase F,ARS,2026-04-08,1.0,1000,,,
BAVSA Ahorro Plus - Clase G,ARS,2026-04-08,1.0,1000,,,
BAVSA Ahorro Plus - Clase H,ARS,2026-04-08,1.0,1000,,,
BAVSA Ahorro Plus - Clase I,ARS,2026-04-08,1.0,1000,,,
BAVSA Ahorro Plus - Clase J,ARS,2026-04-08,1.0,1000,,,
BAVSA Ahorro Plus - Clase K Ley Nº 27.743,ARS,2026-04-08,1.0,1056.519,,,
BAVSA Ahorro Plus - Clase L Ley Nº 27.743,ARS,2026-04-08,1.0,1000,,,
BAVSA Peso Plus - Clase C,ARS,2026-04-08,1.0,1931.429,0.562,11.052,43.54
BAVSA Pesos Plus - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,
BAVSA Pesos Plus - Clase B,ARS,2026-04-08,1.0,3571.798,0.553,12.862,45.338
BAVSA Pesos Plus - Clase E Ley Nº 27.743,ARS,2026-04-08,1.0,1000,,,
BAVSA Pesos Plus - Clase F Ley Nº 27.743,ARS,2026-04-08,1.0,1519.723,,,
BM Smart Corto Plazo - Clase A,ARS,2026-04-08,1.0,1863.295,0.27,8.945,42.203
BM Smart Corto Plazo - Clase B,ARS,2026-04-08,1.0,1886.927,0.283,9.149,43.201
BM Smart Corto Plazo - Clase C Ley N° 27.743,ARS,2026-04-08,1.0,1461.974,0.0,0.198,30.785
Chaco Abierto Ahorro - Clase A,ARS,2026-04-08,1.0,75528.866,0.538,10.089,39.414
Chaco Abierto Ahorro - Clase B,ARS,2026-04-08,1.0,76974.513,0.538,10.089,39.414
Champaquí Ahorro Mixto - Clase A,ARS,2026-04-08,1.0,1532.041,0.662,13.203,41.513
Champaquí Ahorro Pesos - Clase A,ARS,2026-04-08,1.0,15490.22,0.512,8.554,42.655
Champaquí Ahorro Pesos - Clase B,ARS,2026-04-08,1.0,15816.643,0.524,8.727,43.501
Champaquí Ahorro Pesos - Clase C,ARS,2026-04-08,1.0,15908.176,0.526,8.759,43.659
Champaquí Ahorro Pesos - Clase D Ley N° 27.743,ARS,2026-04-08,1.0,1117.383,0.0,0.0,0.0
Champaquí Renta Pesos - Clase A,ARS,2026-04-08,1.0,1847.808,0.605,12.194,46.084
Champaquí Renta Pesos - Clase B,ARS,2026-04-08,1.0,1863.037,0.614,12.345,46.817
Champaquí Renta Pesos - Clase D,ARS,2026-04-08,1.0,1137.806,0.0,0.0,0.0
Chimpay Pesos Conservador - Clase A,ARS,2026-04-08,1.0,1046.047,0.736,,
Chimpay Pesos Conservador - Clase B,ARS,2026-04-08,1.0,1046.823,0.751,,
Chimpay Pesos Conservador - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
Cima Renta Dolares Corto Plazo - Clase D,USD,2026-04-08,3.0,55754.505,,,
CMA Proteccion - Clase A,ARS,2026-04-08,1.0,418035.223,0.419,9.27,43.113
CMA Proteccion - Clase B,ARS,2026-04-08,1.0,478399.22,0.426,9.427,44.223
CMA Proteccion - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1742.848,0.419,9.27,43.112
Compass Ahorro - Clase A,ARS,2026-04-08,1.0,89118.556,0.165,9.853,39.425
Compass Ahorro - Clase B,ARS,2026-04-08,1.0,101342.046,0.175,10.093,40.593
Compass Ahorro - Clase C,ARS,2026-04-08,1.0,123934.041,0.204,10.745,43.072
Compass Ahorro - Clase H Ley 27.743,ARS,2026-04-08,1.0,1631.938,0.204,10.745,42.415
Compass Ahorro - Clase I Ley 27.743,ARS,2026-04-08,1.0,1642.644,0.204,10.744,42.773
ConoSur Ahorro - Clase A,ARS,2026-04-08,1.0,1309.838,0.478,10.825,
ConoSur Ahorro - Clase B,ARS,2026-04-08,1.0,1285.592,0.48,10.854,
ConoSur Ahorro - Clase C,ARS,2026-04-08,1.0,2079.895,0.494,11.063,
ConoSur Ahorro - Clase D Ley N° 27.723,ARS,2026-04-08,1.0,1305.134,0.48,10.854,
ConoSur Financiamiento - Clase A,ARS,2026-04-08,1.0,1144.418,0.587,10.216,
ConoSur Financiamiento - Clase B,ARS,2026-04-08,1.0,1234.961,0.591,10.275,
ConoSur Financiamiento - Clase C,ARS,2026-04-08,1.0,1220.979,0.606,10.513,
ConoSur Financiamiento - Clase D Ley N° 27.743,ARS,2026-04-08,1.0,1038.621,0.0,0.0,
Consultatio Ahorro Plus Argentina F.C.I. - Clase A,ARS,2026-04-08,1.0,189363.517,0.452,9.64,49.248
Consultatio Ahorro Plus Argentina F.C.I. - Clase B,ARS,2026-04-08,1.0,222383.727,0.466,9.861,50.371
Consultatio Ahorro Plus Argentina F.C.I. - Clase C,ARS,2026-04-08,1.0,268949.491,0.507,10.487,53.586
Consultatio Multimercado VI - Clase A,ARS,2026-04-08,1.0,1039.235,-0.185,,
Consultatio Multimercado VI - Clase B,ARS,2026-04-08,1.0,1039.235,-0.185,,
Consultatio Multimercado VI - Clase C,ARS,2026-04-08,1.0,1039.235,-0.185,,
Consultatio Multimercado VII - Clase A,ARS,2026-04-08,1.0,1039.235,-0.185,,
Consultatio Multimercado VII - Clase B,ARS,2026-04-08,1.0,1039.235,-0.185,,
Consultatio Multimercado VII - Clase C,ARS,2026-04-08,1.0,1039.235,-0.185,,
Consultatio Multimercado VIII - Clase A,ARS,2026-04-08,1.0,1039.235,-0.185,,
Consultatio Multimercado VIII - Clase B,ARS,2026-04-08,1.0,1039.235,-0.185,,
Consultatio Multimercado VIII - Clase C,ARS,2026-04-08,1.0,1039.235,-0.185,,
Consultatio Renta Local - Clase A,ARS,2026-04-08,1.0,310304.807,0.465,8.742,42.613
Consultatio Renta Local - Clase B,ARS,2026-04-08,1.0,113998.009,0.48,8.961,43.845
Consultatio Renta Local - Clase C,ARS,2026-04-08,1.0,116519.413,0.494,9.181,44.753
Consultatio Renta Nacional - Clase A,ARS,2026-04-08,1.0,202778.176,0.529,12.263,49.317
Consultatio Renta Nacional - Clase B,ARS,2026-04-08,1.0,229121.137,0.543,12.489,50.441
Consultatio Renta Nacional - Clase C,ARS,2026-04-08,1.0,287292.22,0.584,13.13,53.657
Consultatio Renta Nacional - Clase Z Ley N° 27.743,ARS,2026-04-08,1.0,1803.101,0.0,13.813,52.211
Crecer Ahorro - Clase A,ARS,2026-04-08,0.0,1356.313,0.492,8.925,
Crecer Ahorro - Clase B,ARS,2026-04-08,0.0,1366.052,0.507,9.146,
Delta Ahorro - Clase A,ARS,2026-04-08,1.0,258813.675,0.428,8.139,40.469
Delta Ahorro - Clase B,ARS,2026-04-08,1.0,319958.028,0.447,8.43,41.881
Delta Ahorro Plus - Clase A,ARS,2026-04-08,1.0,360210.337,0.461,10.671,30.913
Delta Ahorro Plus - Clase B,ARS,2026-04-08,1.0,429449.556,0.48,10.968,32.229
Delta Ahorro Plus - Clase K Ley Nº 27.743,ARS,2026-04-08,1.0,1480.37,0.461,10.671,30.913
Delta Ahorro Plus - Clase L Ley Nº 27.743,ARS,2026-04-08,1.0,1441.265,0.0,0.544,19.808
Delta Gestion IV - Clase A,ARS,2026-04-08,0.0,2809.192,0.0,0.0,0.0
Delta Gestion IV - Clase B,ARS,2026-04-08,0.0,82167.315,-0.127,-3.637,-0.963
Delta Gestion X - Clase B,ARS,2026-04-08,1.0,1621.32,0.806,14.008,38.113
Delta Gestion X - Clase E,ARS,2026-04-08,1.0,1330.117,0.785,13.672,36.601
Delta Patrimonio I - Clase A,ARS,2026-04-08,1.0,31836.201,0.76,-2.719,16.662
Delta Patrimonio I - Clase B,ARS,2026-04-08,1.0,32895.59,0.771,-2.575,17.305
FBA Ahorro Pesos - Clase A,ARS,2026-04-08,1.0,12801.825,0.526,10.94,36.322
FBA Ahorro Pesos - Clase B,ARS,2026-04-08,1.0,229561.14,0.526,10.94,36.866
FBA Ahorro Pesos - Clase B1,ARS,2026-04-08,1.0,218738.306,,,
FBA Ahorro Pesos - Clase B2,ARS,2026-04-08,1.0,230326.879,0.538,11.219,
FBA Ahorro Pesos - Clase B3,ARS,2026-04-08,1.0,230511.378,0.549,,
FBA Ahorro Pesos - Clase J Ley Nº 27.743,ARS,2026-04-08,1.0,12802.84,0.526,10.94,36.322
FBA Ahorro Pesos - Clase K Ley Nº 27.743,ARS,2026-04-08,1.0,159441.202,,,
FBA Bonos Argentina - Clase A,ARS,2026-04-08,1.0,13186.289,0.481,9.133,39.691
FBA Bonos Argentina - Clase B,ARS,2026-04-08,1.0,151923.882,0.492,9.309,40.533
FBA Gestion I - Clase B,ARS,2026-04-08,1.0,8440.619,0.822,-0.705,5.653
Fima Ahorro Pesos - Clase A,ARS,2026-04-08,1.0,601811.466,0.408,8.818,40.621
Fima Ahorro Pesos - Clase B,ARS,2026-04-08,1.0,673170.46,0.418,8.982,41.408
Fima Ahorro Pesos - Clase C,ARS,2026-04-08,1.0,713980.488,0.426,9.1,41.983
Fima Ahorro Plus - Clase A,ARS,2026-04-08,1.0,148166.313,0.409,10.172,42.203
Fima Ahorro Plus - Clase B,ARS,2026-04-08,1.0,155247.191,0.419,10.337,42.999
Fima Ahorro Plus - Clase C,ARS,2026-04-08,1.0,163441.435,0.427,10.457,43.581
Fima Ahorro Plus - Clase E,ARS,2026-04-08,1.0,163987.254,0.427,10.457,
Fima Capital Plus - Clase A,ARS,2026-04-08,1.0,87206.661,0.74,-1.724,24.824
Fima Capital Plus - Clase B,ARS,2026-04-08,1.0,90906.004,0.749,-1.603,25.395
Fima Capital Plus - Clase C,ARS,2026-04-08,1.0,94422.296,0.755,-1.523,25.778
Fima Capital Plus - Clase E,ARS,2026-04-08,1.0,93647.592,0.759,-1.469,
Fima Renta Pesos - Clase A,ARS,2026-04-08,1.0,175727.97,0.653,15.813,51.452
Fima Renta Pesos - Clase B,ARS,2026-04-08,1.0,181928.961,0.662,15.955,52.145
Fima Renta Pesos - Clase C,ARS,2026-04-08,1.0,187422.557,0.668,16.05,52.609
Fima Renta Pesos - Clase L Ley N° 27.743,ARS,2026-04-08,1.0,1595.375,,,
First Renta Pesos - Clase A,ARS,2026-04-08,1.0,62831.825,0.534,9.955,48.3
First Renta Pesos - Clase B,ARS,2026-04-08,1.0,53304.225,0.543,10.102,49.044
First Renta Pesos - Clase C,ARS,2026-04-08,1.0,2098.966,0.0,0.0,0.0
First Renta Pesos - Clase D,ARS,2026-04-08,1.0,3068.028,0.0,0.0,0.0
Fundcorp Performance - Clase A,ARS,2026-04-08,1.0,34766.618,0.544,9.974,43.708
Fundcorp Performance - Clase B,ARS,2026-04-08,1.0,35553.93,0.549,10.047,44.069
Fundcorp Performance - Clase C,ARS,2026-04-08,1.0,39267.856,0.573,10.414,45.883
Gainvest Ahorro - Clase A,ARS,2026-04-08,1.0,15262.359,0.816,-4.515,-83.801
Gainvest Ahorro - Clase B,ARS,2026-04-08,1.0,1824.142,0.816,-4.515,-83.742
Gainvest Ahorro - Clase C,ARS,2026-04-08,1.0,2404.719,0.0,0.0,0.0
Gainvest FF - Clase A,ARS,2026-04-08,1.0,269969.516,0.536,9.407,44.831
Gainvest FF - Clase B,ARS,2026-04-08,1.0,272019.582,0.536,9.407,44.831
Gainvest FF - Clase C,ARS,2026-04-08,1.0,10769.158,0.565,9.849,47.024
Galileo Ahorro - Clase A,ARS,2026-04-08,1.0,223756.487,0.358,11.413,47.576
Galileo Ahorro - Clase B,ARS,2026-04-08,1.0,157092.108,0.368,11.562,48.317
Galileo Multimercado II - Clase A,ARS,2026-04-08,1.0,22281.715,1.099,15.306,56.836
Galileo Multimercado II - Clase B,ARS,2026-04-08,1.0,22725.292,1.109,15.462,57.624
HF Retorno Total - Clase I,ARS,2026-04-08,1.0,37693.803,0.627,13.478,42.24
IAM Renta Capital - Clase A,ARS,2026-04-08,1.0,82223.178,1.002,11.608,52.486
IAM Renta Capital - Clase B,ARS,2026-04-08,1.0,84197.847,1.004,11.629,52.593
IAM Renta Capital - Clase C,ARS,2026-04-08,1.0,80848.83,1.02,11.879,53.867
IAM Renta Capital - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
IAM Renta Capital - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1097.713,0.0,0.0,0.25
IAM Renta Plus - Clase A,ARS,2026-04-08,1.0,227838.203,1.009,13.715,49.857
IAM Renta Plus - Clase B,ARS,2026-04-08,1.0,236288.22,1.016,13.828,50.413
IAM Renta Plus - Clase C,ARS,2026-04-08,1.0,208686.456,1.024,13.96,51.063
IAM Renta Plus - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
IAM Renta Plus - Clase E,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
IAM Renta Plus - Clase F,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
IAM Renta Plus - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1276.056,0.0,0.0,0.0
IEB Ahorro Plus - Clase A,ARS,2026-04-08,1.0,33872.792,0.472,8.698,27.018
IEB Ahorro Plus - Clase B,ARS,2026-04-08,1.0,36399.122,0.488,8.932,28.04
IEB Ahorro Plus - Clase C,ARS,2026-04-08,1.0,1022.907,0.0,0.0,0.0
IEB Ahorro Plus - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1320.512,0.0,1.077,18.112
Julio A. Roca Ahorro Pesos,ARS,2026-04-08,1.0,55058.872,1.518,8.384,44.723
Lombard Ahorro Plus II - Clase A,ARS,2026-04-08,1.0,1272.389,0.438,10.782,
Lombard Capital,ARS,2026-04-08,1.0,246794.068,0.435,8.541,41.14
Lombard Capital Fisicos,ARS,2026-04-08,1.0,179333.124,0.385,6.773,31.984
Lombard Capital JYF,ARS,2026-04-08,1.0,167756.445,0.373,6.546,30.176
MAF Ahorro Pesos - Clase A,ARS,2026-04-08,2.0,132652.687,0.645,15.621,53.784
MAF Ahorro Pesos - Clase B,ARS,2026-04-08,2.0,153753.278,0.649,15.683,54.092
MAF Ahorro Pesos - Clase RAP Ley N° 27.743,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
MAF Ahorro Plus - Clase A,ARS,2026-04-08,1.0,2165.088,,,
MAF Ahorro Plus - Clase B,ARS,2026-04-08,1.0,1678.028,,,
MAF Ahorro Plus - Clase C,ARS,2026-04-08,1.0,44903.23,,,
MAF Ahorro Plus - Clase D,ARS,2026-04-08,1.0,1399.422,,,
MAF Estrategia - Clase A,ARS,2026-04-08,0.0,1307.805,0.229,11.245,
MAF Gestión Activa III - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
MAF Gestión Activa III - Clase B,ARS,2026-04-08,1.0,1945.644,0.647,6.074,41.887
MAF Pesos Plus - Clase A,ARS,2026-04-08,1.0,140580.132,0.482,9.3,42.545
MAF Pesos Plus - Clase B,ARS,2026-04-08,1.0,156895.997,0.492,9.461,43.331
MAF Pesos Plus - Clase C,ARS,2026-04-08,1.0,162112.091,0.492,9.461,43.331
MAF Pesos Plus - Clase RAP Ley N° 27.743,ARS,2026-04-08,1.0,1025.273,0.0,0.0,2.527
Max Ahorro Pesos - Clase A,ARS,2026-04-08,1.0,7844.543,0.588,12.81,49.342
Max Ahorro Pesos - Clase B,ARS,2026-04-08,1.0,10231.944,0.597,12.961,50.092
Max Ahorro Pesos - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Ahorro Pesos - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Ahorro Pesos - Clase E Ley N° 27.743,ARS,2026-04-08,1.0,1822.22,0.588,12.249,48.597
Max Dinamico I - Clase A,ARS,2026-04-08,0.0,1029.964,0.0,0.0,0.0
Max Dinamico I - Clase B,ARS,2026-04-08,0.0,1000,0.0,0.0,0.0
Max Dinamico I - Clase C,ARS,2026-04-08,0.0,1000,0.0,0.0,0.0
Max Dinamico I - Clase D,ARS,2026-04-08,0.0,1936.824,0.481,9.051,47.932
Max Dinamico II - Clase A,ARS,2026-04-08,0.0,1859.576,0.545,10.154,35.903
Max Dinamico II - Clase B,ARS,2026-04-08,0.0,1896.234,0.552,10.273,36.449
Max Dinamico II - Clase C,ARS,2026-04-08,0.0,1000,0.0,0.0,0.0
Max Dinamico II - Clase D,ARS,2026-04-08,0.0,1963.47,0.588,10.822,38.997
Max Dinamico II - Clase E Ley N° 27.743,ARS,2026-04-08,0.0,1592.7,0.545,10.15,35.897
Max Dinamico III - Clase A,ARS,2026-04-08,1.0,1003.691,0.0,0.607,0.369
Max Dinamico III - Clase B,ARS,2026-04-08,1.0,1162.075,0.868,5.216,16.208
Max Dinamico III - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Dinamico III - Clase D,ARS,2026-04-08,1.0,1250.03,0.883,5.421,9.518
Max Dinamico IV - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Dinamico IV - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Dinamico IV - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Dinamico IV - Clase D,ARS,2026-04-08,1.0,1619.105,1.274,-2.907,30.347
Max Dinamico V - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Dinamico V - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Dinamico V - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Dinamico V - Clase D,ARS,2026-04-08,1.0,2135.103,0.796,11.414,45.621
Max Estrategico V - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Estrategico V - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Estrategico V - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Estrategico V - Clase D,ARS,2026-04-08,1.0,4177.283,0.735,-3.12,31.141
Max Multigestión I - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Multigestión I - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Multigestión I - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Multigestión I - Clase D,ARS,2026-04-08,1.0,1088.641,0.703,1.579,8.864
Max Multigestión II - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Multigestión II - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Multigestión II - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Multigestión II - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
MEGAQM Ahorro - Clase A,ARS,2026-04-08,1.0,514826.005,0.675,12.542,44.533
MEGAQM Ahorro - Clase B,ARS,2026-04-08,1.0,518026.329,0.685,12.699,45.288
MEGAQM Estrategia 2 - Clase B,ARS,2026-04-08,1.0,27016.567,0.599,12.111,54.838
MEGAQM Estrategia 4 - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
MEGAQM Estrategia 4 - Clase B,ARS,2026-04-08,1.0,14066.622,0.615,16.154,51.174
MEGAQM Estrategia 6 - Clase A,ARS,2026-04-08,1.0,7546.315,0.0,0.0,0.0
MEGAQM Estrategia 6 - Clase B,ARS,2026-04-08,1.0,6740810.212,0.088,-1.775,5084.995
MEGAQM Performance II - Clase A,ARS,2026-04-08,1.0,281979.621,0.755,1.47,34.334
MEGAQM Performance II - Clase B,ARS,2026-04-08,1.0,294899.023,0.76,1.53,34.63
Mercado Fondo Ahorro - Clase A,ARS,2026-04-08,1.0,1099.147,0.0,0.0,7.809
Mercado Fondo Ahorro - Clase B,ARS,2026-04-08,1.0,1165.174,0.0,4.212,
Mercado Fondo Ahorro - Clase C,ARS,2026-04-08,1.0,1012.306,0.318,,
Novus Liquidez Plus - Clase A,ARS,2026-04-08,1.0,14988.949,0.489,11.25,46.163
Novus Liquidez Plus - Clase B,ARS,2026-04-08,1.0,15288.726,0.504,11.49,47.337
Novus Liquidez Plus - Clase C,ARS,2026-04-08,1.0,14984.311,0.489,11.25,46.163
Novus Liquidez Plus - Clase D,ARS,2026-04-08,1.0,15595.152,0.504,11.49,47.337
Novus Liquidez Plus - Clase E,ARS,2026-04-08,1.0,2865.678,0.489,11.25,46.163
Novus Liquidez Plus - Clase F,ARS,2026-04-08,1.0,2494.159,0.504,11.49,47.337
Novus Liquidez Plus - Clase G,ARS,2026-04-08,1.0,2322.924,0.0,0.0,27.398
Novus Liquidez Plus - Clase H,ARS,2026-04-08,1.0,1714.329,0.0,0.0,0.0
Novus Liquidez Plus - Clase I Ley N° 27.743,ARS,2026-04-08,1.0,1615.027,0.489,11.251,46.164
Optimum Global Opportunity - Clase A,ARS,2026-04-08,1.0,1000,,,
Optimum Global Opportunity - Clase B,ARS,2026-04-08,1.0,26888.069,,,
Optimum Multi Asset Fund - Clase A,ARS,2026-04-08,1.0,12350.278,0.777,15.987,60.008
Optimum Multi Asset Fund - Clase B,ARS,2026-04-08,1.0,102537.657,0.787,16.14,60.795
Optimum Multi Asset Fund - Clase C,ARS,2026-04-08,1.0,2219.672,0.0,0.0,8.905
Optimum Total Return - Clase A,ARS,2026-04-08,1.0,1000,,,
Optimum Total Return - Clase B,ARS,2026-04-08,1.0,1473695.308,1.073,0.596,38.427
Parakeet Dinámico - Clase A,ARS,2026-04-08,1.0,1383.28,0.698,6.199,40.188
Parakeet Dinámico - Clase B,ARS,2026-04-08,1.0,1382.149,0.696,6.187,40.084
Parakeet Dinámico - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Parakeet Multimercado - Clase A,ARS,2026-04-08,1.0,1472.881,0.62,11.647,47.794
Parakeet Multimercado - Clase B,ARS,2026-04-08,1.0,1480.611,0.63,11.798,48.538
Parakeet Multimercado - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Parakeet Premium - Clase A,ARS,2026-04-08,1.0,1195.33,0.586,3.903,19.533
Parakeet Premium - Clase B,ARS,2026-04-08,1.0,1243.414,0.586,8.091,24.341
Parakeet Premium - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Parakeet Renta Pesos - Clase A,ARS,2026-04-08,1.0,1772.603,0.584,9.538,43.686
Parakeet Renta Pesos - Clase B,ARS,2026-04-08,1.0,1786.336,0.594,9.685,44.408
Parakeet Renta Pesos - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1435.852,0.584,9.537,37.695
Pionero FF - Clase A,ARS,2026-04-08,1.0,242360.946,0.485,8.796,46.934
Pionero FF - Clase B,ARS,2026-04-08,1.0,242492.963,0.494,,
Pionero Renta Ahorro - Clase A,ARS,2026-04-08,1.0,281913.147,0.476,9.026,43.631
Pionero Renta Ahorro - Clase B,ARS,2026-04-08,1.0,291795.035,0.49,9.234,44.642
Pionero Renta Ahorro - Clase C,ARS,2026-04-08,1.0,18713.325,0.0,0.0,5.971
Pionero Renta Ahorro Plus - Clase A,ARS,2026-04-08,2.0,19258.643,0.623,-0.882,35.082
Pionero Renta Ahorro Plus - Clase B,ARS,2026-04-08,2.0,83210.902,0.628,-0.814,35.421
Pionero Renta Ahorro Plus - Clase C,ARS,2026-04-08,2.0,1002.862,0.643,0.286,0.286
Pionero Renta Balanceado - Clase A,ARS,2026-04-08,1.0,13235.022,0.518,13.466,46.883
Pionero Renta Balanceado - Clase B,ARS,2026-04-08,1.0,13562.105,0.529,13.637,47.695
Pionero Renta Balanceado - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Premier Renta Plus en Pesos - Clase A,ARS,2026-04-08,1.0,176758.962,0.468,7.668,24.5
Premier Renta Plus en Pesos - Clase B,ARS,2026-04-08,1.0,165402.642,0.46,7.552,24.001
Premier Renta Plus en Pesos - Clase C,ARS,2026-04-08,1.0,1436.089,0.0,0.0,0.0
Quiron Savings - Clase A,ARS,2026-04-08,1.0,383807.26,0.426,10.458,34.36
Quiron Savings - Clase B,ARS,2026-04-08,1.0,361394.401,0.426,10.458,34.36
SBS Pesos Plus - Clase A,ARS,2026-04-08,0.0,51309.998,0.417,8.71,37.809
SBS Pesos Plus - Clase B,ARS,2026-04-08,0.0,56302.911,0.436,9.003,39.197
SBS Pesos Plus - Clase Ley N° 27.743,ARS,2026-04-08,0.0,1636.833,0.417,8.71,37.81
SBS Tavelli Mix - Clase P,ARS,2026-04-08,1.0,1020429.211,0.39,9.088,38.126
Schroder Argentina - Clase A,ARS,2026-04-08,1.0,864964.358,0.829,8.297,52.804
Schroder Argentina - Clase B,ARS,2026-04-08,1.0,929395.228,0.839,8.442,53.572
Schroder Argentina - Clase C,ARS,2026-04-08,1.0,917191.094,0.834,8.37,53.187
Schroder Argentina - Clase D,ARS,2026-04-08,1.0,582562.762,0.0,0.0,0.0
